Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C10, C2, C3, C4, C5, C6, C7, C8, C9",805,10,10u,C15850
J1,TE_1-1734839-6_1x16-1MP_P0.5mm_Horizontal,1,Conn_01x16_MountingPin,C388702
